2010-01-01,0.00000,0.00000,0.66667,0.43345,0.52878,0.41727,0.54964,0.11681,0.27920,0.03419,0.17664,0.00000,0.42450,0.81,0.95,0.04835,0.31332,0.31805,0.83093,0
2010-01-02,0.00000,0.03333,0.83333,0.34353,0.45324,0.41745,0.54065,0.17664,0.39601,0.04274,0.18234,0.30769,0.57265,0.42,0.70,0.00000,0.33396,0.33216,0.83814,0
2010-01-03,0.00000,0.06667,1.00000,0.23741,0.42806,0.41745,0.53777,0.00000,0.14530,0.06553,0.22507,0.08832,0.23362,0.37,0.87,0.00879,0.33396,0.33216,0.83814,0
2010-01-04,0.00000,0.10000,0.00000,0.38669,0.43525,0.39910,0.52716,0.08832,0.20513,0.06268,0.21368,0.14530,0.33618,0.81,0.89,0.00879,0.33771,0.23982,0.83945,0
2010-01-05,0.00000,0.13333,0.16667,0.37950,0.47302,0.40180,0.51565,0.05983,0.14530,0.07407,0.21652,0.08832,0.20513,0.74,0.91,0.00000,0.18011,0.23854,0.83945,0
2010-01-06,0.00000,0.16667,0.33333,0.30755,0.40647,0.39388,0.50414,0.02849,0.17664,0.07977,0.21652,0.08832,0.27920,0.53,0.89,0.00000,0.11445,0.23854,0.83945,0
2010-01-07,0.00000,0.20000,0.50000,0.23921,0.41727,0.36853,0.47230,0.02849,0.20513,0.07977,0.21652,0.08832,0.30769,0.50,0.94,0.26374,0.09756,0.23854,0.83945,0
2010-01-08,0.00000,0.23333,0.66667,0.32374,0.38309,0.33255,0.44892,0.05983,0.20513,0.07123,0.22222,0.11681,0.27920,0.92,0.97,0.23736,0.15385,0.31549,0.87877,0
2010-01-09,0.00000,0.26667,0.83333,0.27878,0.34173,0.31673,0.42806,0.14530,0.42450,0.06268,0.21083,0.20513,0.65812,0.53,0.91,0.00220,0.24484,0.38474,0.91415,0
2010-01-10,0.00000,0.30000,1.00000,0.28237,0.34532,0.30755,0.41205,0.08832,0.39601,0.05983,0.21652,0.14530,0.57265,0.56,0.78,0.00000,0.24390,0.38538,0.91448,0
2010-01-11,0.00000,0.33333,0.00000,0.22482,0.37230,0.31403,0.40036,0.00000,0.08832,0.07123,0.25071,0.02849,0.14530,0.61,0.94,0.00000,0.24390,0.38538,0.91448,0
2010-01-12,0.00000,0.36667,0.16667,0.20324,0.46763,0.29083,0.39137,0.02849,0.20513,0.05983,0.23362,0.08832,0.36752,0.62,0.90,0.10989,0.24390,0.38538,0.91448,0
2010-01-13,0.00000,0.40000,0.33333,0.37590,0.46763,0.26565,0.39047,0.02849,0.27920,0.05413,0.24217,0.05983,0.48433,0.74,0.96,0.18681,0.29081,0.41616,0.93087,0
2010-01-14,0.00000,0.43333,0.50000,0.34173,0.48741,0.27536,0.39928,0.14530,0.36752,0.05413,0.25641,0.20513,0.60114,0.68,0.90,0.05714,0.37054,0.46682,0.95872,0
2010-01-15,0.00000,0.46667,0.66667,0.39029,0.49101,0.29011,0.40935,0.02849,0.23362,0.07123,0.28205,0.08832,0.30769,0.67,0.90,0.00440,0.39400,0.48349,0.96723,0
2010-01-16,0.00000,0.50000,0.83333,0.31295,0.50540,0.29964,0.42464,0.02849,0.14530,0.06553,0.28490,0.02849,0.23362,0.68,0.97,0.00879,0.37523,0.48477,0.96789,0
2010-01-17,0.00000,0.53333,1.00000,0.42806,0.49281,0.30450,0.44802,0.00000,0.27920,0.04843,0.24501,0.08832,0.39601,0.60,0.89,0.00000,0.37899,0.48734,0.96920,0
2010-01-18,0.00000,0.56667,0.00000,0.29496,0.51978,0.32536,0.46924,0.00000,0.05983,0.03704,0.22792,0.05983,0.24786,0.53,0.91,0.00000,0.37523,0.48734,0.96920,0
2010-01-19,0.00000,0.60000,0.16667,0.30935,0.50719,0.33525,0.49029,0.00000,0.05983,0.03704,0.22507,0.05983,0.11681,0.64,0.96,0.00000,0.37148,0.48734,0.96920,0
