0.00000,0.00000,0.66667,0.43345,0.52878,0.41727,0.54964,0.11681,0.27920,0.03419,0.17664,0.00000,0.42450,0.81,0.95,0.04835,0.31238,0.31884,0.83088,0
0.00000,0.03333,0.83333,0.34353,0.45324,0.41745,0.54065,0.17664,0.39601,0.04274,0.18234,0.30769,0.57265,0.42,0.70,0.00000,0.33302,0.33301,0.83809,0
0.00000,0.06667,1.00000,0.23741,0.42806,0.41745,0.53777,0.00000,0.14530,0.06553,0.22507,0.08832,0.23362,0.37,0.87,0.00879,0.33302,0.33301,0.83809,0
0.00000,0.10000,0.00000,0.38669,0.43525,0.39910,0.52716,0.08832,0.20513,0.06268,0.21368,0.14530,0.33618,0.81,0.89,0.00879,0.33677,0.24026,0.83940,0
0.00000,0.13333,0.16667,0.37950,0.47302,0.40180,0.51565,0.05983,0.14530,0.07407,0.21652,0.08832,0.20513,0.74,0.91,0.00000,0.17917,0.23897,0.83940,0
0.00000,0.16667,0.33333,0.30755,0.40647,0.39388,0.50414,0.02849,0.17664,0.07977,0.21652,0.08832,0.27920,0.53,0.89,0.00000,0.11351,0.23897,0.83940,0
0.00000,0.20000,0.50000,0.23921,0.41727,0.36853,0.47230,0.02849,0.20513,0.07977,0.21652,0.08832,0.30769,0.50,0.94,0.26374,0.09662,0.23897,0.83940,0
0.00000,0.23333,0.66667,0.32374,0.38309,0.33255,0.44892,0.05983,0.20513,0.07123,0.22222,0.11681,0.27920,0.92,0.97,0.23736,0.15291,0.31626,0.87873,0
0.00000,0.26667,0.83333,0.27878,0.34173,0.31673,0.42806,0.14530,0.42450,0.06268,0.21083,0.20513,0.65812,0.53,0.91,0.00220,0.24390,0.38583,0.91413,0
0.00000,0.30000,1.00000,0.28237,0.34532,0.30755,0.41205,0.08832,0.39601,0.05983,0.21652,0.14530,0.57265,0.56,0.78,0.00000,0.24296,0.38647,0.91445,0
0.00000,0.33333,0.00000,0.22482,0.37230,0.31403,0.40036,0.00000,0.08832,0.07123,0.25071,0.02849,0.14530,0.61,0.94,0.00000,0.24296,0.38647,0.91445,0
0.00000,0.36667,0.16667,0.20324,0.46763,0.29083,0.39137,0.02849,0.20513,0.05983,0.23362,0.08832,0.36752,0.62,0.90,0.10989,0.24296,0.38647,0.91445,0
0.00000,0.40000,0.33333,0.37590,0.46763,0.26565,0.39047,0.02849,0.27920,0.05413,0.24217,0.05983,0.48433,0.74,0.96,0.18681,0.28987,0.41739,0.93084,0
0.00000,0.43333,0.50000,0.34173,0.48741,0.27536,0.39928,0.14530,0.36752,0.05413,0.25641,0.20513,0.60114,0.68,0.90,0.05714,0.36961,0.46828,0.95870,0
0.00000,0.46667,0.66667,0.39029,0.49101,0.29011,0.40935,0.02849,0.23362,0.07123,0.28205,0.08832,0.30769,0.67,0.90,0.00440,0.39400,0.48502,0.96722,0
0.00000,0.50000,0.83333,0.31295,0.50540,0.29964,0.42464,0.02849,0.14530,0.06553,0.28490,0.02849,0.23362,0.68,0.97,0.00879,0.37523,0.48631,0.96788,0
0.00000,0.53333,1.00000,0.42806,0.49281,0.30450,0.44802,0.00000,0.27920,0.04843,0.24501,0.08832,0.39601,0.60,0.89,0.00000,0.37899,0.48889,0.96919,0
0.00000,0.56667,0.00000,0.29496,0.51978,0.32536,0.46924,0.00000,0.05983,0.03704,0.22792,0.05983,0.24786,0.53,0.91,0.00000,0.37523,0.48889,0.96919,0
0.00000,0.60000,0.16667,0.30935,0.50719,0.33525,0.49029,0.00000,0.05983,0.03704,0.22507,0.05983,0.11681,0.64,0.96,0.00000,0.37148,0.48889,0.96919,0
0.00000,0.63333,0.33333,0.36331,0.44964,0.35054,0.49586,0.02849,0.14530,0.03419,0.20228,0.05983,0.27920,0.74,0.95,0.01758,0.37148,0.48889,0.96919,0
0.00000,0.66667,0.50000,0.32554,0.50899,0.34874,0.49335,0.08832,0.24786,0.03419,0.18519,0.11681,0.39601,0.59,0.97,0.00000,0.37899,0.49404,0.97181,0
0.00000,0.70000,0.66667,0.28957,0.52518,0.34640,0.49640,0.00000,0.11681,0.02564,0.16809,0.05983,0.14530,0.54,0.92,0.00000,0.26642,0.38325,0.97181,0
0.00000,0.73333,0.83333,0.31655,0.52878,0.33201,0.50126,0.02849,0.08832,0.01994,0.15100,0.05983,0.11681,0.61,0.96,0.00000,0.16510,0.33816,0.97181,0
0.00000,0.76667,1.00000,0.38489,0.45504,0.33255,0.50468,0.00000,0.11681,0.01994,0.14245,0.02849,0.14530,0.75,0.87,0.00000,0.16417,0.32657,0.97181,0
0.00000,0.80000,0.00000,0.39568,0.49101,0.32626,0.49928,0.00000,0.14530,0.01994,0.11966,0.02849,0.23362,0.66,0.94,0.00000,0.16417,0.28792,0.97181,0
0.00000,0.83333,0.16667,0.32014,0.44604,0.34065,0.49514,0.00000,0.33618,0.01994,0.13105,0.08832,0.45299,0.63,0.91,0.03297,0.16417,0.28084,0.97181,0
